Date, Open, High, Low, Close
05/15/20, 2829.95, 2865.01, 2816.78, 2863.70
05/14/20, 2794.54, 2852.80, 2766.64, 2852.50
05/13/20, 2865.86, 2874.14, 2793.15, 2820.00
05/12/20, 2939.50, 2945.82, 2869.59, 2870.12
05/11/20, 2915.46, 2944.25, 2903.44, 2930.32
05/08/20, 2908.83, 2932.16, 2902.88, 2929.80
05/07/20, 2878.26, 2901.92, 2876.48, 2881.19
05/06/20, 2883.14, 2891.11, 2847.65, 2848.42
05/05/20, 2868.88, 2898.23, 2863.55, 2868.44
05/04/20, 2815.01, 2844.24, 2797.85, 2842.74
05/01/20, 2869.09, 2869.09, 2821.61, 2830.71
04/30/20, 2930.91, 2930.91, 2892.47, 2912.43
04/29/20, 2918.46, 2954.86, 2912.16, 2939.51
04/28/20, 2909.96, 2921.15, 2860.71, 2863.39
04/27/20, 2854.65, 2887.72, 2852.89, 2878.48
04/24/20, 2812.64, 2842.71, 2791.76, 2836.74
04/23/20, 2810.42, 2844.90, 2794.26, 2797.80
04/22/20, 2787.89, 2815.10, 2775.95, 2799.31
04/21/20, 2784.81, 2785.54, 2727.10, 2736.56
04/20/20, 2845.62, 2868.98, 2820.43, 2823.16
04/17/20, 2842.43, 2879.22, 2830.88, 2874.56
04/16/20, 2799.34, 2806.51, 2764.32, 2799.55
04/15/20, 2795.64, 2801.88, 2761.54, 2783.36
04/14/20, 2805.10, 2851.85, 2805.10, 2846.06
04/13/20, 2782.46, 2782.46, 2721.17, 2761.63
04/09/20, 2776.99, 2818.57, 2762.36, 2789.82
04/08/20, 2685.00, 2760.75, 2663.30, 2749.98
04/07/20, 2738.65, 2756.89, 2657.67, 2659.41
04/06/20, 2578.28, 2676.85, 2574.57, 2663.68
04/03/20, 2514.92, 2538.18, 2459.96, 2488.65
04/02/20, 2458.54, 2533.22, 2455.79, 2526.90
04/01/20, 2498.08, 2522.75, 2447.49, 2470.50
03/31/20, 2614.69, 2641.39, 2571.15, 2584.59
03/30/20, 2558.98, 2631.80, 2545.28, 2626.65
03/27/20, 2555.87, 2615.91, 2520.02, 2541.47
03/26/20, 2501.29, 2637.01, 2500.72, 2630.07
03/25/20, 2457.77, 2571.42, 2407.53, 2475.56
03/24/20, 2344.44, 2449.71, 2344.44, 2447.33
03/23/20, 2290.71, 2300.73, 2191.86, 2237.40
03/20/20, 2431.94, 2453.01, 2295.56, 2304.92
03/19/20, 2393.48, 2466.97, 2319.78, 2409.39
03/18/20, 2436.50, 2453.57, 2280.52, 2398.10
03/17/20, 2425.66, 2553.93, 2367.04, 2529.19
03/16/20, 2508.59, 2562.98, 2380.94, 2386.13
03/13/20, 2569.99, 2711.33, 2492.37, 2711.02
03/12/20, 2630.86, 2660.95, 2478.86, 2480.64
03/11/20, 2825.60, 2825.60, 2707.22, 2741.38
03/10/20, 2813.48, 2882.59, 2734.00, 2882.23
03/09/20, 2863.89, 2863.89, 2734.43, 2746.56
03/06/20, 2954.20, 2985.93, 2901.54, 2972.37
03/05/20, 3075.70, 3083.04, 2999.83, 3023.94
03/04/20, 3045.75, 3130.97, 3034.38, 3130.12
03/03/20, 3096.46, 3136.72, 2976.63, 3003.37
03/02/20, 2974.28, 3090.96, 2945.19, 3090.23
02/28/20, 2916.90, 2959.72, 2855.84, 2954.22
02/27/20, 3062.54, 3097.07, 2977.39, 2978.76
02/26/20, 3139.90, 3182.51, 3108.99, 3116.39
02/25/20, 3238.94, 3246.99, 3118.77, 3128.21
02/24/20, 3257.61, 3259.81, 3214.65, 3225.89
02/21/20, 3360.50, 3360.76, 3328.45, 3337.75
02/20/20, 3380.45, 3389.15, 3341.02, 3373.23
02/19/20, 3380.39, 3393.52, 3378.83, 3386.15
02/18/20, 3369.04, 3375.01, 3355.61, 3370.29
02/14/20, 3378.08, 3380.69, 3366.15, 3380.16
02/13/20, 3365.90, 3385.09, 3360.52, 3373.94
02/12/20, 3370.50, 3381.47, 3369.72, 3379.45
02/11/20, 3365.87, 3375.63, 3352.72, 3357.75
02/10/20, 3318.28, 3352.26, 3317.77, 3352.09
02/07/20, 3335.54, 3341.42, 3322.12, 3327.71
02/06/20, 3344.92, 3347.96, 3334.39, 3345.78
02/05/20, 3324.91, 3337.58, 3313.75, 3334.69
02/04/20, 3280.61, 3306.92, 3280.61, 3297.59
02/03/20, 3235.66, 3268.44, 3235.66, 3248.92
01/31/20, 3282.33, 3282.33, 3214.68, 3225.52
01/30/20, 3256.45, 3285.91, 3242.80, 3283.66
01/29/20, 3289.46, 3293.47, 3271.89, 3273.40
01/28/20, 3255.35, 3285.78, 3253.22, 3276.24
01/27/20, 3247.16, 3258.85, 3234.50, 3243.63
01/24/20, 3333.10, 3333.18, 3281.53, 3295.47
01/23/20, 3315.77, 3326.88, 3301.87, 3325.54
01/22/20, 3330.02, 3337.77, 3320.04, 3321.75
01/21/20, 3321.03, 3329.79, 3316.61, 3320.79
01/17/20, 3323.66, 3329.88, 3318.86, 3329.62
01/16/20, 3302.97, 3317.11, 3302.82, 3316.81
01/15/20, 3282.27, 3298.66, 3280.69, 3289.29
01/14/20, 3285.35, 3294.25, 3277.19, 3283.15
01/13/20, 3271.13, 3288.13, 3268.43, 3288.13
01/10/20, 3281.81, 3282.99, 3260.86, 3265.35
01/09/20, 3266.03, 3275.58, 3263.67, 3274.70
01/08/20, 3238.59, 3267.07, 3236.67, 3253.05
01/07/20, 3241.86, 3244.91, 3232.43, 3237.18
01/06/20, 3217.55, 3246.84, 3214.64, 3246.28
01/03/20, 3226.36, 3246.15, 3222.34, 3234.85
01/02/20, 3244.67, 3258.14, 3235.53, 3257.85
12/31/19, 3215.18, 3231.72, 3212.03, 3230.78
12/30/19, 3240.09, 3240.92, 3216.57, 3221.29
12/27/19, 3247.23, 3247.93, 3234.37, 3240.02
12/26/19, 3227.20, 3240.08, 3227.20, 3239.91
12/24/19, 3225.45, 3226.43, 3220.51, 3223.38
12/23/19, 3226.05, 3227.78, 3222.30, 3224.01
12/20/19, 3223.33, 3225.65, 3216.03, 3221.22
12/19/19, 3192.32, 3205.48, 3192.32, 3205.37
12/18/19, 3195.21, 3198.48, 3191.14, 3191.14
12/17/19, 3195.40, 3198.22, 3191.03, 3192.52
12/16/19, 3183.63, 3197.71, 3183.63, 3191.45
12/13/19, 3166.65, 3182.68, 3156.51, 3168.80
12/12/19, 3141.23, 3176.28, 3138.47, 3168.57
12/11/19, 3135.75, 3143.98, 3133.21, 3141.63
12/10/19, 3135.36, 3142.12, 3126.09, 3132.52
12/09/19, 3141.86, 3148.87, 3135.46, 3135.96
12/06/19, 3134.62, 3150.60, 3134.62, 3145.91
12/05/19, 3119.21, 3119.45, 3103.76, 3117.43
12/04/19, 3103.50, 3119.38, 3102.53, 3112.76
12/03/19, 3087.41, 3094.97, 3070.33, 3093.20
12/02/19, 3143.85, 3144.31, 3110.78, 3113.87
11/29/19, 3147.18, 3150.30, 3139.34, 3140.98
11/27/19, 3145.49, 3154.26, 3143.41, 3153.63
11/26/19, 3134.85, 3142.69, 3131.00, 3140.52
11/25/19, 3117.44, 3133.83, 3117.44, 3133.64
11/22/19, 3111.41, 3112.87, 3099.26, 3110.29
11/21/19, 3108.49, 3110.11, 3094.55, 3103.54
11/20/19, 3114.66, 3118.97, 3091.41, 3108.46
11/19/19, 3127.45, 3127.64, 3113.47, 3120.18
11/18/19, 3117.91, 3124.17, 3112.06, 3122.03
11/15/19, 3107.92, 3120.46, 3104.60, 3120.46
11/14/19, 3090.75, 3098.20, 3083.26, 3096.63
11/13/19, 3084.18, 3098.06, 3078.80, 3094.04
11/12/19, 3089.28, 3102.61, 3084.73, 3091.84
11/11/19, 3080.33, 3088.33, 3075.82, 3087.01
11/08/19, 3081.25, 3093.09, 3073.58, 3093.08
11/07/19, 3087.02, 3097.77, 3080.23, 3085.18
11/06/19, 3075.10, 3078.34, 3065.89, 3076.78
11/05/19, 3080.80, 3083.95, 3072.15, 3074.62
11/04/19, 3078.96, 3085.20, 3074.87, 3078.27
11/01/19, 3050.72, 3066.95, 3050.72, 3066.91
10/31/19, 3046.90, 3046.90, 3023.19, 3037.56
10/30/19, 3039.74, 3050.10, 3025.96, 3046.77
10/29/19, 3035.39, 3047.87, 3034.81, 3036.89
10/28/19, 3032.12, 3044.08, 3032.12, 3039.42
10/25/19, 3003.32, 3027.39, 3001.94, 3022.55
10/24/19, 3014.78, 3016.07, 3000.42, 3010.29
10/23/19, 2994.01, 3004.78, 2991.21, 3004.52
10/22/19, 3010.73, 3014.57, 2995.04, 2995.99
10/21/19, 2996.48, 3007.33, 2995.35, 3006.72
10/18/19, 2996.84, 3000.00, 2976.31, 2986.20
10/17/19, 3000.77, 3008.29, 2991.79, 2997.95
10/16/19, 2989.68, 2997.54, 2985.20, 2989.69
10/15/19, 2973.61, 3003.28, 2973.61, 2995.68
10/14/19, 2965.81, 2972.84, 2962.94, 2966.15
10/11/19, 2963.07, 2993.28, 2963.07, 2970.27
10/10/19, 2918.55, 2948.46, 2917.12, 2938.13
10/09/19, 2911.10, 2929.32, 2907.41, 2919.40
10/08/19, 2920.40, 2925.47, 2892.66, 2893.06
